,jobId,Industry,Departments,workType
2671,52415852,Information & Communication Technology,Engineering - Software,Full Time
2672,52418293,Accounting,Accounts Officers/Clerks,Full Time
2673,52423664,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2674,52424093,Information & Communication Technology,Consultants,Full Time
2675,52429775,Insurance & Superannuation,Other,Full Time
2676,52435756,Information & Communication Technology,Consultants,Full Time
2677,52437542,Information & Communication Technology,Developers/Programmers,Contract/Temp
2678,52437657,Information & Communication Technology,Other,Contract/Temp
2679,52438564,Healthcare & Medical,Other,Full Time
2680,52440536,Accounting,Accounts Officers/Clerks,Full Time
2681,52442190,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2682,52444063,Information & Communication Technology,Developers/Programmers,Full Time
2683,52444211,Information & Communication Technology,Business/Systems Analysts,Full Time
2684,52444212,Information & Communication Technology,Other,Full Time
2685,52455333,Information & Communication Technology,Other,Full Time
2686,52456088,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2687,52458722,Information & Communication Technology,Developers/Programmers,Full Time
2688,52458911,Information & Communication Technology,Developers/Programmers,Full Time
2689,52459270,Information & Communication Technology,Developers/Programmers,Full Time
2690,52459271,Consulting & Strategy,Analysts,Full Time
2691,52459533,Information & Communication Technology,Developers/Programmers,Full Time
2692,52459623,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2693,52459624,Government & Defence,Government - State,Full Time
2694,52459698,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2695,52462127,Information & Communication Technology,Other,Full Time
2696,52463049,Sport & Recreation,Other,Full Time
2697,52473870,Information & Communication Technology,Business/Systems Analysts,Full Time
2698,52474002,Information & Communication Technology,Business/Systems Analysts,Full Time
2699,52477362,Banking & Financial Services,Analysis & Reporting,Full Time
2700,52480535,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2701,52485618,Information & Communication Technology,Database Development & Administration,Full Time
2702,52486279,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2703,52486280,Information & Communication Technology,Engineering - Software,Full Time
2704,52487058,Banking & Financial Services,Analysis & Reporting,Full Time
2705,52488075,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2706,52488389,Information & Communication Technology,Consultants,Full Time
2707,52495360,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2708,52500710,Information & Communication Technology,Other,Full Time
2709,52502647,Consulting & Strategy,Analysts,Full Time
2710,52503386,Science & Technology,"Environmental, Earth & Geosciences",Full Time
2711,52503387,Government & Defence,Government - State,Full Time
2712,52504386,Information & Communication Technology,Engineering - Software,Full Time
2713,52505002,Information & Communication Technology,Other,Full Time
2714,52505834,Information & Communication Technology,Other,Full Time
2715,52506673,Science & Technology,"Environmental, Earth & Geosciences",Full Time
2716,52506812,Banking & Financial Services,Analysis & Reporting,Full Time
2717,52507657,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2718,52510258,Information & Communication Technology,Other,Contract/Temp
2719,52514260,Science & Technology,Other,Full Time
2720,52516894,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2721,52519583,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2722,52521606,Information & Communication Technology,Database Development & Administration,Full Time
2723,52524453,Banking & Financial Services,Analysis & Reporting,Full Time
2724,52527360,Information & Communication Technology,Other,Full Time
2725,52531272,Information & Communication Technology,Database Development & Administration,Full Time
2726,52533201,Science & Technology,Modelling & Simulation,Full Time
2727,52537329,Banking & Financial Services,Analysis & Reporting,Contract/Temp
2728,52538666,Information & Communication Technology,Consultants,Full Time
2729,52544346,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2730,52548703,Information & Communication Technology,Developers/Programmers,Full Time
2731,52552486,Information & Communication Technology,Management,Full Time
2732,52553376,Information & Communication Technology,Database Development & Administration,Full Time
2733,52554121,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2734,52556766,Information & Communication Technology,Other,Full Time
2735,52563398,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2736,52567499,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2737,52569746,Human Resources & Recruitment,Recruitment - Agency,Full Time
2738,52570854,Information & Communication Technology,Database Development & Administration,Contract/Temp
2739,52576655,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2740,52578872,Information & Communication Technology,Other,Contract/Temp
2741,52579298,Information & Communication Technology,Business/Systems Analysts,Full Time
2742,52582530,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2743,52582700,Information & Communication Technology,Developers/Programmers,Full Time
2744,52587140,Information & Communication Technology,Consultants,Full Time
2745,52589876,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2746,52604666,Information & Communication Technology,Database Development & Administration,Full Time
2747,52607467,Information & Communication Technology,Engineering - Software,Contract/Temp
2748,52608764,Information & Communication Technology,Engineering - Software,Contract/Temp
2749,52609378,Information & Communication Technology,Other,Contract/Temp
2750,52609447,Information & Communication Technology,Other,Contract/Temp
2751,52631678,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2752,52634304,Information & Communication Technology,Other,Full Time
2753,52634475,Information & Communication Technology,Business/Systems Analysts,Full Time
2754,52634476,Information & Communication Technology,Other,Full Time
2755,52634685,Banking & Financial Services,Analysis & Reporting,Full Time
2756,52637569,Information & Communication Technology,Other,Full Time
2757,52639848,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2758,52640677,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp
2759,52640758,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
2760,52644599,Information & Communication Technology,Developers/Programmers,Full Time
2761,52655838,Information & Communication Technology,Database Development & Administration,Full Time
2762,52657755,Information & Communication Technology,Management,Full Time
2763,52658458,Consulting & Strategy,Analysts,Contract/Temp
2764,52659800,Information & Communication Technology,Database Development & Administration,Full Time
2765,52660002,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2766,52661266,Information & Communication Technology,Sales - Pre & Post,Full Time
2767,52661344,Information & Communication Technology,Sales - Pre & Post,Full Time
2768,52661813,Retail & Consumer Products,Management - Area/Multi-site,Full Time
2769,52666773,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2770,52666898,Information & Communication Technology,Developers/Programmers,Full Time
2771,52667935,"Mining, Resources & Energy",Analysis & Reporting,Contract/Temp
2772,52669255,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2773,52669547,Information & Communication Technology,Other,Full Time
2774,52671964,Information & Communication Technology,Other,Contract/Temp
2775,52676161,Information & Communication Technology,Consultants,Full Time
2776,52679086,Consulting & Strategy,Management & Change Consulting,Full Time
2777,52693435,Information & Communication Technology,Architects,Full Time
2778,52696025,Information & Communication Technology,Consultants,Full Time
2779,52696033,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
2780,52696255,Information & Communication Technology,Consultants,Full Time
